repo_name,languages,stars_count,forks_count,resolution_time_hours
traefik/traefik,"Go, Makefile, Shell, JavaScript, HTML, Dockerfile, Vue, SCSS",49069,4926,4039.6710166666667
jgthms/bulma,"Shell, Sass, SCSS, JavaScript, CSS",48834,3920,1983.2487611111112
youngyangyang04/leetcode-master,Shell,48788,11054,1180.3397037037037
prettier/prettier,"JavaScript, TypeScript, CSS, HTML, Vue, Handlebars, Less, SCSS, Shell, MDX",48677,4203,759.3984555555555
commaai/openpilot,"C, Python, Shell, C++, Dockerfile, HTML, QML, Kaitai Struct, Cython, JavaScript",48636,8810,6703.906394444444
jekyll/jekyll,"Ruby, HTML, CSS, Shell, CoffeeScript, Gherkin, JavaScript, Dockerfile, SCSS, Hack",48600,9918,10461.691583333333
ultralytics/yolov5,"Dockerfile, Shell, Python",48362,15866,1015.9845750000001
JetBrains/kotlin,"Kotlin, Java, Dockerfile, Swift, C++, C, Shell, Batchfile, CSS, JavaScript",48286,5662,0
Textualize/rich,"Python, Makefile, Batchfile",48129,1689,234.12883333333335
jesseduffield/lazygit,"Go, Shell, Dockerfile, Makefile",48052,1725,2499.223344444444
jgraph/drawio-desktop,"JavaScript, Shell",47929,4825,6040.209236111111
moment/moment,"JavaScript, Shell, TypeScript",47878,7042,326.5976861111111
iamadamdev/bypass-paywalls-chrome,"JavaScript, HTML, Shell",47836,3450,278.64083055555557
ReactiveX/RxJava,"Shell, Java, CSS",47768,7600,5846.453155555555
DefinitelyTyped/DefinitelyTyped,"TypeScript, JavaScript, Shell",47670,29923,3133.7353444444443
sharkdp/bat,"Rust, Shell, Batchfile, Python",47656,1184,691.9194333333334
pi-hole/pi-hole,"Shell, Python, Roff, Dockerfile",47441,2621,870.7644944444445
NARKOZ/hacker-scripts,"Ruby, Shell, Python, PowerShell, PHP, CoffeeScript, Perl, R, Go, JavaScript",47399,6660,4677.158339002268
chinese-poetry/chinese-poetry,"Python, JavaScript",47376,9517,2113.101626092385
mozilla/pdf.js,"JavaScript, HTML, CSS, TypeScript, Fluent",47168,9819,1447.8543222222222
golang-standards/project-layout,Makefile,47148,4957,5512.441382575757
FiloSottile/mkcert,Go,46896,2431,601.9268805555556
etcd-io/etcd,"Shell, Go, Makefile, Dockerfile, Jsonnet, Procfile",46803,9646,1650.5552916666666
ethereum/go-ethereum,"Go, Java, Shell, C, Makefile, M4, JavaScript, Assembly, NSIS, HTML",46669,19654,629.7937333333333
tiimgreen/github-cheat-sheet,,46565,5259,1229.116975308642
cypress-io/cypress,"JavaScript, CoffeeScript, CSS, HTML, TypeScript, Shell, SCSS, Vue, EJS, Svelte",46421,3135,6846.819130555556
algorithm-visualizer/algorithm-visualizer,"JavaScript, HTML, C++, Java, SCSS",46409,7274,1517.5537087087087
mastodon/mastodon,"Ruby, JavaScript, CSS, HTML, Shell, Dockerfile, SCSS, Haml, Procfile, Procfile",46343,6799,1475.5821777777778
vsouza/awesome-ios,Swift,46337,6812,424.35034722222224
serverless/serverless,"JavaScript, Python, Java, TypeScript, Ruby",46304,5692,2150.545311111111
iperov/DeepFaceLab,Python,46246,10372,415.2346416666667
iamkun/dayjs,JavaScript,46223,2264,2224.8161944444446
TryGhost/Ghost,"JavaScript, HTML, XSLT, CSS, Handlebars, TypeScript, MDX, Nix, Shell",46216,10102,1794.7465194444444
BurntSushi/ripgrep,"Rust, Shell, Python, Ruby, Roff",46189,1923,1719.8947722222222
minimaxir/big-list-of-naughty-strings,"Python, Shell, Go, Makefile",45999,2127,3046.4016840277777
dair-ai/Prompt-Engineering-Guide,"Jupyter Notebook, CSS, TypeScript, JavaScript, MDX",45942,4414,1678.7001944444446
charlax/professional-programming,"Python, HTML",45855,3656,156.7530324074074
vuejs/core,"JavaScript, TypeScript, HTML, CSS, Vue",45639,8003,785.4803055555556
marktext/marktext,"JavaScript, HTML, Vue, CSS, NSIS, EJS",45531,3396,476.53825555555557
topjohnwu/Magisk,"Makefile, Shell, C++, Python, Java, Kotlin, AIDL, C, Rust",45504,11393,1594.9219222222223
square/okhttp,"Shell, Java, Kotlin",45479,9117,4549.148491666667
facebookresearch/segment-anything,"Python, Jupyter Notebook, Shell",45419,5368,291.8407388888889
minio/minio,"Go, Shell, Makefile, Dockerfile, Mustache, Smarty",45416,5302,883.6942972222223
ngosang/trackerslist,,45387,6562,515.0687916666666
ziishaned/learn-regex,,45294,6239,1857.604388888889
meilisearch/meilisearch,"Rust, Dockerfile, Shell",45055,1693,3691.543638888889
v2ray/v2ray-core,"Go, Shell, Assembly, Starlark, Dockerfile",44985,8948,1807.8164416666668
rclone/rclone,"Makefile, Shell, Go, Python, HTML, Batchfile, Dockerfile, JavaScript, C, PHP",44973,4026,6033.010566666667
JuliaLang/julia,"Shell, Makefile, Julia, C++, Scheme, C, Clojure, Objective-C, Assembly, GDB",44965,5424,6930.752738888888
justjavac/awesome-wechat-weapp,,44898,8593,0
karan/Projects,,44565,10520,2378.11069023569
wagoodman/dive,"Go, Makefile, Dockerfile",44538,1694,641.4465222222223
typescript-cheatsheets/react,"JavaScript, CSS, Shell",44496,4046,4904.167886111111
gogs/gogs,"Go, Shell, JavaScript, Batchfile, Dockerfile, Less, Procfile",44493,4831,1664.6782583333334
gorhill/uBlock,"HTML, JavaScript, CSS, Shell, Python, WebAssembly, Makefile",44466,2986,3319.636861111111
rust-unofficial/awesome-rust,Rust,44443,2624,2981.507013888889
pmndrs/zustand,"JavaScript, TypeScript",44434,1357,2372.6307888888887
FuelLabs/fuels-rs,"Rust, Shell, Sway",44385,1319,1107.5128527777779
FuelLabs/fuels-ts,"TypeScript, Shell, JavaScript, Handlebars, Sway, Vue, CSS, HTML",44383,1315,2255.3515305555557
romkatv/powerlevel10k,"Shell, Makefile, C++",44342,2116,114.50252222222223
laurent22/joplin,"Batchfile, Shell, JavaScript, Java, Objective-C, HTML, CSS, TypeScript, Ruby, Handlebars",44161,4778,1442.0708333333334
agalwood/Motrix,"JavaScript, HTML, Vue, SCSS, EJS",44142,4451,1141.7574666666667
meteor/meteor,"HTML, JavaScript, CSS, Shell, CoffeeScript, PowerShell, Batchfile, Ruby, Java, TypeScript",44134,5160,2447.5061083333335
android/architecture-samples,Kotlin,44077,11580,16697.247888888887
PowerShell/PowerShell,"C#, PowerShell, XSLT, Shell, Roff, Dockerfile, Batchfile, HTML, Rich Text Format",43995,7123,248.12352222222225
withastro/astro,"JavaScript, TypeScript, Svelte, Astro, Shell, CSS, Vue, Dockerfile, Roff, MDX",43992,2288,964.9280749999999
Avik-Jain/100-Days-Of-ML-Code,,43892,10378,0
kamranahmedse/design-patterns-for-humans,,43873,5137,2137.706235224586
jestjs/jest,"JavaScript, CSS, TypeScript, Shell, Handlebars, Prolog",43850,6393,7130.66925
ColorlibHQ/AdminLTE,"JavaScript, HTML, SCSS, Astro, MDX, TypeScript",43743,18166,333.7124222222222
x64dbg/x64dbg,"Shell, C++, C, Assembly, QMake, Batchfile, CSS",43690,2340,1876.714425
FFmpeg/FFmpeg,"C, Makefile, C++, Shell, Assembly, Objective-C, Perl, Roff, Cuda, Awk",43653,11862,0
nocodb/nocodb,"JavaScript, Shell, Dockerfile, TypeScript, CSS, Vue, SCSS, PLpgSQL, TSQL, Smarty",43616,3030,2477.243697222222
firstcontributions/first-contributions,,43548,75442,2100.6575583333333
Z4nzu/hackingtool,"Shell, Python, Dockerfile",43462,4785,34.269533333333335
aymericdamien/TensorFlow-Examples,"Python, Jupyter Notebook",43306,14978,796.4042471819645
parcel-bundler/parcel,"JavaScript, CSS, HTML, TypeScript, CoffeeScript, Rust, GLSL, Vue, Elm, Kotlin",43276,2256,913.1776972222223
ruanyf/weekly,,43126,2695,4678.436613888888
astaxie/build-web-application-with-golang,"Go, Groovy, Shell, Python",43064,10652,1146.6930694444443
babel/babel,"JavaScript, Makefile, Shell, HTML, TypeScript, Batchfile",43046,5597,53.26411944444444
pixijs/pixijs,"JavaScript, GLSL, TypeScript, Shell, WGSL",43030,4743,950.4373527777778
go-gitea/gitea,"Makefile, Go, Shell, Roff, Dockerfile, JavaScript, Vue, Less, Handlebars, Jsonnet",43033,5313,8898.611747222221
vercel/hyper,"JavaScript, HTML, Shell, Batchfile, TypeScript, NSIS",42936,3471,3763.380916666667
starship/starship,"Rust, Shell, PowerShell, Nu, Xonsh, Lua, HTML, Elvish",42925,1843,1481.9415416666666
poteto/hiring-without-whiteboards,JavaScript,42901,3394,0
square/retrofit,"Java, CSS, HTML, Kotlin, JavaScript",42818,7281,1771.7288861111113
pandas-dev/pandas,"Python, Shell, HTML, C, Smarty, CSS, Dockerfile, XSLT, Cython, Meson",42616,17572,2351.610830555556
n8n-io/n8n,"Shell, Dockerfile, TypeScript, JavaScript, HTML, Vue, Batchfile, SCSS, Handlebars, CSS",42371,5491,1491.3892805555556
google/zx,"JavaScript, TypeScript",42298,1074,357.79927499999997
slab/quill,"JavaScript, Shell, Stylus, TypeScript, SCSS, CSS, MDX, HTML",42287,3311,4115.884572222222
appwrite/appwrite,"Dockerfile, Shell, PHP, TypeScript",42278,3804,4621.791716666667
huginn/huginn,"Shell, Ruby, HTML, Makefile, Dockerfile, SCSS, Procfile, JavaScript",42227,3705,5099.7593916666665
isocpp/CppCoreGuidelines,"Makefile, Python, HTML, CSS",41973,5402,1333.081936111111
jakevdp/PythonDataScienceHandbook,"Jupyter Notebook, Python, Makefile, CSS, HTML, Less",41958,17685,757.2786366959065
Asabeneh/30-Days-Of-JavaScript,"JavaScript, HTML",41709,9680,322.56377192982455
k88hudson/git-flight-rules,,41679,3188,4549.108227272727
hashicorp/terraform,"Makefile, Go, Shell, Dockerfile, HCL, MDX",41660,9408,1691.2805083333333
dypsilon/frontend-dev-bookmarks,,41606,5090,5120.984525745257
type-challenges/type-challenges,"TypeScript, Shell, HTML, CSS, JavaScript",41460,4496,2917.627647222222
geekan/MetaGPT,"Python, Dockerfile, Shell, JavaScript, TypeScript",41439,4942,925.4365416666666
yarnpkg/yarn,"JavaScript, Shell, Batchfile, PowerShell, Groovy",41370,2723,2055.412311111111
nlohmann/json,"C++, Makefile, CMake, HTML, Meson, Cuda, Python, Jinja, Starlark, Swift",41297,6575,1863.8987083333332
brillout/awesome-react-components,,41216,3435,2738.670902777778
grpc/grpc,"C++, C, C#, JavaScript, Objective-C, PHP, Python, Shell, Ruby, Batchfile",41165,10426,3592.2518972222224
dkhamsing/open-source-ios-apps,,41135,5403,734.2727000000001
discourse/discourse,"Ruby, HTML, JavaScript, Shell, Handlebars, SCSS, Mustache, CSS",41111,8198,0
comfyanonymous/ComfyUI,"Python, HTML, JavaScript, CSS, Jupyter Notebook, Batchfile",41139,4378,3441.1657638888887
Unitech/pm2,"JavaScript, Shell, Smarty, Dockerfile, Python",41031,2586,980.83745
streamich/react-use,"JavaScript, TypeScript",40960,3104,1826.3568194444445
bailicangdu/vue2-elm,"JavaScript, HTML, Vue, SCSS",40872,12458,9056.013133333334
TanStack/query,"JavaScript, TypeScript, Svelte, Vue, HTML, CSS",40817,2749,219.38177222222222
Alamofire/Alamofire,"Swift, Ruby",40784,7529,146.55750277777778
yangshun/front-end-interview-handbook,"JavaScript, CSS, MDX",40785,5684,4612.034766922095
akullpp/awesome-java,,40666,7300,1560.478836111111
Leaflet/Leaflet,"JavaScript, HTML, CSS, Handlebars",40519,5772,2994.7349194444446
react-hook-form/react-hook-form,"TypeScript, JavaScript, HTML, CSS",40374,2028,184.7575361111111
serhii-londar/open-source-mac-os-apps,,40336,2325,1780.2860444444443
GitSquared/edex-ui,"JavaScript, CSS, HTML",40291,2528,520.1685583333333
styled-components/styled-components,"JavaScript, HTML, CSS, TypeScript",40243,2482,1108.4906166666667
apache/dubbo,"Java, Shell, Batchfile, Lex, Mustache, JavaScript, Dockerfile",40224,26345,22532.094505555557
PaddlePaddle/PaddleOCR,"Python, Makefile, C++, Shell, CMake, Dockerfile, Java, Cython, C, Cuda",40248,7452,327.3056416666667
nwjs/nw.js,"C++, JavaScript, Objective-C++, Objective-C, C, HTML, Python, Smarty, CSS, Shell",40214,3882,3521.7315722222224
Homebrew/brew,"Shell, Ruby, PostScript, HTML, Roff, Swift, Dockerfile, Rich Text Format, CMake",40111,9408,420.1131388888889
skylot/jadx,"Java, Smali, Lex, Kotlin",40019,4733,12575.874302777778
THUDM/ChatGLM-6B,"Python, Shell",39948,5151,277.37148055555554
WerWolv/ImHex,"CMake, C++, GLSL, Objective-C, C#, GDB, Python, C",39987,1757,3443.4238638888887
faif/python-patterns,"Python, Makefile, Shell",39857,6889,2800.2732273391816
kelseyhightower/kubernetes-the-hard-way,,39730,13641,1816.4809416666665
dcloudio/uni-app,"JavaScript, Vue, CSS, TypeScript, HTML, SCSS",39639,3602,1606.0597027777776
jgraph/drawio,"JavaScript, HTML, Java, CSS",39530,7398,7159.217991666666
alist-org/alist,"Go, Shell, Makefile, Dockerfile",39522,5133,930.6734
alex/what-happens-when,,39481,5297,3343.791836734694
zed-industries/zed,"Rust, JavaScript, C, Metal, Shell, Scheme, Dockerfile, Procfile, Swift, Objective-C",39425,2050,3839.619341666667
vuetifyjs/vuetify,"JavaScript, Vue, HTML, TypeScript, Shell, Sass, SCSS",39331,6933,105.748125
RocketChat/Rocket.Chat,"JavaScript, CSS, HTML, Shell, Batchfile, Dockerfile, Smarty, TypeScript, Handlebars, EJS",39298,10074,2694.694875
nolimits4web/swiper,"HTML, JavaScript, Python, Vue, Less, SCSS",39095,9747,1106.7794083333333
microsoft/monaco-editor,"JavaScript, HTML, CSS, Shell, TypeScript, SCSS",39054,3513,12506.169055555556
Dogfalo/materialize,"CSS, HTML, JavaScript",38869,4740,1292.6137305555555
apache/spark,"Scala, Java, Shell, JavaScript, Python, Makefile, R, C, CSS, Batchfile",38847,28064,0
fastlane/fastlane,"Ruby, HTML, Objective-C, Shell, Java, Swift, JavaScript, Lua, C",38845,5642,1315.1760777777777
hexojs/hexo,"JavaScript, Shell, TypeScript",38834,4755,783.7049444444444
immich-app/immich,"HTML, Makefile, Shell, JavaScript, Dockerfile, TypeScript, Ruby, Kotlin, Swift, Objective-C",38831,1829,1213.0576833333334
apachecn/ailearning,"Python, Jupyter Notebook, Shell, HTML, CSS, Dockerfile, JavaScript",38610,11363,8005.407013888889
jeecgboot/JeecgBoot,"Java, FreeMarker, Dockerfile, TypeScript, JavaScript, Less, Vue",38478,14432,195.24941666666666
LeCoupa/awesome-cheatsheets,"JavaScript, Shell, Python, PHP, HTML, CSS",38466,6024,2687.411398989899
dbeaver/dbeaver,"Batchfile, Java, CSS, HTML, Shell, C++, XSLT, ANTLR",38368,3322,1927.6747833333332
hpcaitech/ColossalAI,"Python, C++, C, Cuda, Dockerfile, Shell, HTML",38305,4303,2511.9890388888884
Kong/kong,"Shell, Lua, Makefile, Perl, CSS, Dockerfile, Python, Starlark",38297,4750,3308.296511111111
oobabooga/text-generation-webui,"Python, CSS, JavaScript, Dockerfile, Shell, Batchfile, Jupyter Notebook",38204,5075,505.4671333333333
lyswhut/lx-music-desktop,"JavaScript, Vue, Less, HTML, TypeScript",38085,5756,765.1526444444445
prisma/prisma,"TypeScript, JavaScript, Shell, TSQL, Dockerfile, Batchfile",38042,1472,3784.485111111111
Light-City/CPlusPlusThings,"C++, C, Starlark",38022,8367,3788.996861111111
lllyasviel/Fooocus,"Python, Jupyter Notebook, CSS, JavaScript, Dockerfile, Shell",37991,5057,2269.025308333333
localsend/localsend,"Kotlin, Swift, Objective-C, Dart, CMake, C++, C, HTML, Ruby, Shell",37994,1964,1126.111975
sudheerj/reactjs-interview-questions,"HTML, CSS, JavaScript",37881,9035,1133.665552631579
chubin/cheat.sh,"Python, Shell, HTML, CSS, Dockerfile, Go, Vim Script",37807,1757,2972.2437805555555
psf/black,"Python, Dockerfile, Jupyter Notebook, Vim Script",37790,2394,797.1121638888889
floodsung/Deep-Learning-Papers-Reading-Roadmap,Python,37711,7298,8317.46561111111
pyenv/pyenv,"Makefile, Shell, C, Roff, Python, Dockerfile, Vim Script",37705,2969,923.1144361111112
evanw/esbuild,"Makefile, JavaScript, Go, HTML, TypeScript, Shell, CSS",37618,1107,1918.9507055555555
impress/impress.js,"CSS, HTML, JavaScript",37575,6676,5455.198941666667
php/php-src,"JavaScript, C, Makefile, Shell, PHP, DTrace, C++, Awk, HTML, GAP",37567,7688,998.4408666666667
DovAmir/awesome-design-patterns,,37566,2765,906.44375
acmesh-official/acme.sh,"Shell, Dockerfile",37566,4831,1982.6995277777778
bannedbook/fanqiang,"Batchfile, JavaScript, Python, Shell, Kotlin, Java, Perl, HTML, AIDL",37551,7202,8914.279780555556
getsentry/sentry,"Python, JavaScript, HTML, Makefile, Lua, Shell, Ruby, TypeScript, Dockerfile, Less",37507,4034,4166.758172222222
videojs/video.js,"JavaScript, CSS, HTML, SCSS",37503,7399,12267.381816666666
Stability-AI/stablediffusion,Python,37462,4835,343.2082004830918
google-research/bert,"Python, Jupyter Notebook",37443,9535,119.51181944444444
PhilJay/MPAndroidChart,Java,37412,9000,843.7463722222222
tabler/tabler,"HTML, JavaScript, Ruby, SCSS, Dockerfile",37361,3889,7615.771633333333
metabase/metabase,"JavaScript, Clojure, HTML, CSS, Emacs Lisp, Shell, Dockerfile, Mustache, TypeScript, MDX",37270,4945,4765.289738888889
wg/wrk,"Makefile, Lua, C, C++",37171,2908,1331.677886111111
iina/iina,"Ruby, Swift, Objective-C, JavaScript, HTML, Rich Text Format, Shell",37072,2530,3428.592058333333
chakra-ui/chakra-ui,"JavaScript, TypeScript, Shell, MDX, Handlebars, HTML, CSS",37052,3183,682.3070722222222
google/styleguide,"HTML, C, Python, Emacs Lisp, JavaScript, CSS, XSLT, SCSS, Vim Script",36918,13276,13635.111141666666
Asabeneh/30-Days-Of-Python,"Python, CSS, HTML, Procfile",37023,7203,2993.0053626543213
LAION-AI/Open-Assistant,"Python, Mako, Shell, CSS, JavaScript, TypeScript, HTML, Dockerfile",36839,3210,636.2311249999999
spf13/cobra,"Go, Makefile",36761,2803,9514.266213888888
FreeCodeCampChina/freecodecamp.cn,"JavaScript, CSS, HTML",36732,1364,502.40374444444444
phaserjs/phaser,"JavaScript, GLSL, TypeScript",36636,7065,384.4557222222222
GokuMohandas/Made-With-ML,"Jupyter Notebook, Makefile, Shell, Python",36588,5828,231.29724206349206
freefq/free,,36561,5780,1931.857886111111
QSCTech/zju-icicles,"HTML, C, Python, TeX, Assembly, Verilog, Batchfile, Makefile, Lex, Yacc",36542,9371,2301.6071818996415
pingcap/tidb,"Makefile, Go, Shell, Dockerfile, Ragel, HTML, TypeScript, JavaScript, Yacc, Jsonnet",36525,5742,4332.844658333333
preactjs/preact,"JavaScript, TypeScript, HTML",36355,1934,450.82170833333333
0voice/interview_internal_reference,Python,36343,9414,321.9985802469136
eugenp/tutorials,"Java, HTML, XSLT, CSS, Python, Shell, JavaScript, RAML, FreeMarker, PLpgSQL",36279,54394,4283.4094888888885
dylanaraps/pure-bash-bible,Shell,36272,3253,2344.3800420875423
langgenius/dify,"Python, PHP, JavaScript, Dockerfile, Shell, Mako, TypeScript, CSS, SCSS, MDX",36330,4909,162.07327500000002
opentofu/manifesto,"HTML, CSS, JavaScript",36241,1105,105.40866161616162
sickcodes/Docker-OSX,"Dockerfile, Shell, Mustache, Python",36107,1781,1538.578238888889
odoo/odoo,"Python, XSLT, HTML, CSS, JavaScript, Shell, NSIS, SCSS, Sass, Vim Script",36097,23456,7088.264641666667
ant-design/ant-design-pro,"JavaScript, TypeScript, Less, Shell",36076,8119,653.8122222222222
pocketbase/pocketbase,"Go, HTML, Svelte, JavaScript, SCSS, Makefile, CSS",36065,1615,885.495986111111
1c7/chinese-independent-developer,,36067,3030,783.1794388888889
go-gorm/gorm,"Go, Shell",36040,3865,687.0880527777779
cli/cli,"Go, Makefile, Shell, Batchfile, PowerShell",36035,5403,1042.9691472222223
byoungd/English-level-up-tips,HTML,35960,4034,3951.1954087301588
coreybutler/nvm-windows,"Inno Setup, Go, Batchfile, VBScript, JavaScript",35870,3241,9438.004769444446
gto76/python-cheatsheet,"HTML, JavaScript, CSS, Python",35785,6406,2023.7839359698683
google/leveldb,"C++, C, CMake",35699,7720,2628.0897694444443
AobingJava/JavaFamily,,35683,7799,3717.1203425925924
lm-sys/FastChat,"Python, Shell, Dockerfile, Jupyter Notebook",35596,4378,364.9248305555555
open-guides/og-aws,Shell,35546,3846,2521.0428160919537
vim/vim,"Makefile, NSIS, Shell, C, Awk, Perl, Batchfile, PostScript, Smalltalk, Emacs Lisp",35544,5325,1634.0288722222224
XingangPan/DragGAN,"Python, Cuda, C++, Shell, Batchfile, Dockerfile",35541,3419,359.77341787439616
koalaman/shellcheck,"Haskell, Shell, Dockerfile",35526,1739,1600.7989333333335
vlang/v,"Makefile, Batchfile, Dockerfile, C, V, HTML, JavaScript, Shell, CSS, Go",35520,2145,1985.2659527777778
lerna/lerna,"JavaScript, Shell, Batchfile, TypeScript, CSS",35514,2241,4947.1495583333335
satwikkansal/wtfpython,Python,35479,2645,2359.847111111111
ClickHouse/ClickHouse,"CMake, Shell, C++, Python, Perl, HTML, CSS, C, Assembly, Dockerfile",35398,6606,9695.817536111112
mingrammer/diagrams,"Shell, Python, JavaScript, CSS, Dockerfile",35398,2290,1664.0442444444445
toeverything/AFFiNE,"JavaScript, TypeScript, CSS, Shell, Rust, HTML, Dockerfile, NSIS",35399,2335,833.6818166666667
istio/istio,"Shell, Python, Go, Makefile, Smarty, Dockerfile, Java, CSS, JavaScript, HTML",35370,7632,2281.12515
exacity/deeplearningbook-chinese,"TeX, Makefile, Python, Shell",35359,9101,736.4791472222223
apache/airflow,"Python, JavaScript, CSS, HTML, Shell, Mako, Jupyter Notebook, Dockerfile, HCL, TypeScript",35293,13782,2325.8117583333333
jesseduffield/lazydocker,"Dockerfile, Go, Shell",35230,1146,7019.516013888889
bigskysoftware/htmx,"HTML, JavaScript, CSS, Ruby, Shell, TypeScript",35205,1168,1301.773813888889
mitmproxy/mitmproxy,"CSS, HTML, Python, Shell, JavaScript, PowerShell, Dockerfile, Kaitai Struct, Less, TypeScript",35181,3946,2822.610919444445
bradtraversy/50projects50days,"HTML, JavaScript, CSS",35159,8803,0
alvarotrigo/fullPage.js,"CSS, HTML, JavaScript",35072,7297,1236.71505
NervJS/taro,"JavaScript, HTML, CSS, TypeScript, Vue, SCSS, Less, Sass, Stylus, Shell",35077,4746,773.7027277777777
TencentARC/GFPGAN,Python,35062,5805,499.43335
alibaba/arthas,"Java, Shell, Batchfile, JavaScript, CSS, HTML, Dockerfile, Roff, Groovy, ActionScript",35050,7380,841.0015694444444
koajs/koa,JavaScript,35004,3222,703.9073916666666
geekxh/hello-algorithm,Java,34903,6455,289.6145746527778
shadowsocks/shadowsocks-android,"Python, HTML, Makefile, Perl, Shell, Kotlin, AIDL",34842,11576,135.50035833333334
dotnet/aspnetcore,"Batchfile, Shell, Dockerfile, C#, PowerShell, Python, Makefile, Roff, C++, C",34805,9834,5767.639125000001
curl/curl,"C, CMake, Shell, Perl, Makefile, Python, Batchfile, DIGITAL Command Language, Emacs Lisp, M4",34794,6250,410.40146944444444
airbnb/lottie-android,"Java, Kotlin, Shell, JavaScript",34786,5385,1405.2506638888888
nativefier/nativefier,"JavaScript, CSS, HTML, Shell, Dockerfile, TypeScript",34763,2185,3204.6492722222224
sahat/hackathon-starter,"JavaScript, Dockerfile, SCSS, Pug, HTML",34759,8145,131.38392222222222
SheetJS/sheetjs,,34728,7990,25023.872244444443
dani-garcia/vaultwarden,"Rust, Shell, Makefile, Python, Handlebars, Jinja, HCL",34716,1687,534.3232444444444
lobehub/lobe-chat,"JavaScript, TypeScript, Dockerfile, CSS",34732,8161,416.4430027777778
denysdovhan/wtfjs,"JavaScript, Shell",34590,2540,7784.395141782407
chenfei-wu/TaskMatrix,"Python, Dockerfile, HTML",34530,3329,128.8492361111111
nodejs/node-v0.x-archive,,34474,7320,1511.8193999999999
bumptech/glide,"Java, Shell, Kotlin, CSS",34461,6107,2084.4756666666667
karpathy/nanoGPT,Python,34464,5298,385.8199691358025
babysor/MockingBird,"Python, Dockerfile, Shell, Cython",34446,5143,405.05810833333334
formulahendry/955.WLB,,34406,1745,2483.5986875000003
unknwon/the-way-to-go_ZH_CN,"Go, Makefile, Shell, HTML, CSS, JavaScript, Batchfile",34314,8598,0
carbon-app/carbon,"JavaScript, Shell",34295,1904,1098.6356
jondot/awesome-react-native,"Makefile, CSS, JavaScript",34294,3973,2591.012126984127
freeCodeCamp/devdocs,"Ruby, HTML, CSS, JavaScript, Dockerfile, SCSS, Procfile",34265,2288,1595.1757611111111
tldraw/tldraw,"TypeScript, JavaScript, CSS, HTML, Shell, MDX, Dockerfile",34256,2056,2099.828841666667
openai/gym,"Shell, Python, Dockerfile",34194,8583,4414.566613888889
