repo_name,languages,stars_count,forks_count,resolution_time_hours
alibaba/druid,"Java, HTML, CSS, JavaScript, Shell, PLSQL, Batchfile, TSQL, Dockerfile, SCSS",27761,8553,5074.810975
pmndrs/react-spring,"JavaScript, TypeScript, HTML, CSS, Shell",27730,1182,549.5965972222223
linexjlin/GPTs,,27672,3736,498.0275505050505
pbatard/rufus,"Shell, C, Assembly, Makefile, Batchfile, M4, Python, sed, C#, PowerShell",27658,2499,3448.5360444444445
jamiebuilds/the-super-tiny-compiler,JavaScript,27632,2831,0
aseprite/aseprite,"CMake, C, C++, Objective-C++, Shell, Lua",27589,5013,5529.1353
alibaba/spring-cloud-alibaba,"Java, Shell, JavaScript, HTML, Dockerfile, Smalltalk",27572,8242,857.0877277777778
codex-team/editor.js,"JavaScript, CSS, HTML, TypeScript",27564,2024,2735.895891666667
facebook/folly,"C++, C, Shell, Python, Makefile, CSS, Ruby, Assembly, CMake, Batchfile",27509,5464,5084.251844444445
Lightning-AI/pytorch-lightning,"Python, Shell, Dockerfile, Makefile, JavaScript, HTML, TypeScript, CSS",27466,3294,878.0824583333333
alpinejs/alpine,"JavaScript, HTML",27441,1197,493.416225
ChartsOrg/Charts,"Swift, Objective-C, Ruby, Shell, C",27419,5965,743.6133138888889
JedWatson/react-select,"JavaScript, TypeScript, CSS",27417,4096,7707.85595
digitalocean/nginxconfig.io,"JavaScript, Vue, SCSS, Shell",27376,2009,2072.9588916666667
mobxjs/mobx,"JavaScript, TypeScript, CSS, HTML, Shell",27367,1759,1009.9420333333333
Advanced-Frontend/Daily-Interview-Question,JavaScript,27331,3292,331.83491111111107
nagadomi/waifu2x,"Lua, Shell, HTML, CSS, JavaScript, Ruby, Dockerfile, Python",27326,2705,1678.8420888888888
huiyadanli/RevokeMsgPatcher,C#,27339,3240,1205.311636111111
mckaywrigley/chatbot-ui,"TypeScript, JavaScript, CSS, Shell, PLpgSQL",27304,7573,1971.558047222222
ageron/handson-ml2,"Jupyter Notebook, Dockerfile, Makefile, Shell, Python",27278,12599,1948.074286111111
gchq/CyberChef,"JavaScript, HTML, CSS, Dockerfile",27279,3082,3409.074411111111
GorvGoyl/Clone-Wars,,27270,2404,1282.4667069243155
jashkenas/underscore,"JavaScript, HTML",27263,5508,423.40396111111113
immerjs/immer,"JavaScript, TypeScript, HTML, CSS, MDX",27244,842,835.2299777777778
FlowiseAI/Flowise,"JavaScript, Shell, Dockerfile, TypeScript, Batchfile, HTML, SCSS, CSS",27254,14059,1544.1245805555557
wesbos/JavaScript30,"HTML, CSS, JavaScript",27209,36895,0
YMFE/yapi,"JavaScript, CSS, HTML, SCSS, Less",27206,4764,131.00779444444444
lenve/vhr,Java,27178,10286,1043.9904658564815
Tencent/weui,"JavaScript, HTML, Less",27128,6420,2526.823652777778
myshell-ai/OpenVoice,"Python, Jupyter Notebook",27111,2625,87.14205917874396
OWASP/CheatSheetSeries,"Shell, Python, Java, HTML, Makefile",27089,3796,4374.298388888888
crossoverJie/JCSprout,Java,27077,7096,714.792895480226
numpy/numpy,"Python, C, C++, Fortran, Makefile, Shell, sed, Smarty, D, Cython",27038,9612,6857.096955555556
docsifyjs/docsify,"JavaScript, Shell, Stylus, Dockerfile",27040,5648,944.0054694444444
backstage/backstage,"JavaScript, HTML, TypeScript, Dockerfile, Shell, CSS, Handlebars, Mustache, Makefile, HCL",27029,5639,1147.6488
geekcompany/ResumeSample,,27029,9007,0
Homebrew/legacy-homebrew,,27020,11370,1013.6472722222222
microsoft/Data-Science-For-Beginners,"JavaScript, HTML, Vue, Jupyter Notebook",26998,5575,1165.6548918128656
2noise/ChatTTS,"Python, Go, Shell",27046,2941,389.33321111111115
k3s-io/k3s,"Go, Shell, Dockerfile, Makefile, HCL, Ruby",26982,2270,3402.6765694444443
xuxueli/xxl-job,"Java, Dockerfile",26967,10738,6453.822902777778
xinntao/Real-ESRGAN,Python,26932,3383,916.210775
viraptor/reverse-interview,,26828,2054,1685.4517438271605
schollz/croc,"Go, Shell, Dockerfile, Makefile",26809,1074,2715.07245
fzaninotto/Faker,"Makefile, PHP",26799,3566,2228.820125
lutzroeder/netron,"JavaScript, Python, HTML, CSS, Shell",26804,2702,2424.559580555556
Automattic/mongoose,"JavaScript, HTML, Pug, TypeScript",26767,3800,770.7322861111111
llvm/llvm-project,"Starlark, C++, LLVM, Cuda, CMake, C, Assembly, Python, MLIR, Fortran",26765,10964,87589.75183611111
MonitorControl/MonitorControl,"Swift, Objective-C",26755,796,7689.025055555555
Pierian-Data/Complete-Python-3-Bootcamp,"Jupyter Notebook, Python",26737,84109,3016.6774277777777
houshanren/hangzhou_house_knowledge,"HTML, CSS",26716,5326,951.4880960648148
donnemartin/data-science-ipython-notebooks,"Python, CSS, Makefile, Dockerfile",26718,7762,603.4367045454545
google/comprehensive-rust,"JavaScript, AIDL, Rust, Shell, Java, C, CSS, Handlebars, Makefile, Assembly",26714,1579,1331.1335194444443
mpv-player/mpv,"Objective-C, C, Python, Shell, Lua, JavaScript, Swift, Meson, PowerShell",26703,2836,1579.9408361111111
codemirror/codemirror5,"JavaScript, CSS, Shell, HTML",26680,4950,1196.1114111111112
zbezj/HEU_KMS_Activator,,26682,2833,1571.716052631579
angular/angular-cli,"JavaScript, HTML, TypeScript, CSS, Shell, Starlark, EJS, jq",26661,11978,2430.612225
GitbookIO/gitbook,"JavaScript, TypeScript, CSS",26647,3817,6881.3846861111115
servo/servo,"Rust, JavaScript, HTML, Python, CSS, PostScript, WebIDL, Shell, Nix, Batchfile",26641,2933,6377.505355555556
rethinkdb/rethinkdb,"Makefile, JavaScript, CSS, HTML, Python, Ruby, Shell, AppleScript, Haskell, C",26616,1860,2683.843775
pmndrs/react-three-fiber,"JavaScript, TypeScript, Shell, HTML",26614,1510,491.9507888888889
cfenollosa/os-tutorial,"Assembly, C, Makefile",26597,3240,1944.6377805555555
nvie/gitflow,Shell,26590,2658,8909.6716
OpenBB-finance/OpenBBTerminal,Python,26590,2603,552.9916583333334
eugeneyan/applied-ml,,26593,3599,968.5778282828282
google/python-fire,Python,26562,1432,4262.823869444444
ajaxorg/ace,"Makefile, JavaScript, HTML, CSS, Shell",26538,5266,6512.936405555555
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,"Jupyter Notebook, Python, HTML, CSS, Shell",26506,7837,2618.3779320987655
statelyai/xstate,"JavaScript, TypeScript, Vue, Svelte, HTML, CSS",26502,1223,2230.128325
directus/directus,"JavaScript, HTML, CSS, Dockerfile, TypeScript, Liquid, Vue, SCSS",26435,3673,3352.2683
KRTirtho/spotube,"Shell, Kotlin, Swift, Objective-C, Dart, CMake, C++, C, HTML, Inno Setup",26417,1080,2761.8525611111113
dokku/dokku,"Shell, JavaScript, HTML, Clojure, Go, Java, Ruby, Python, PHP, Scala",26377,1842,929.2198194444445
tj/commander.js,"JavaScript, TypeScript",26368,1685,18869.27707777778
helm/helm,"Makefile, Go, Shell",26323,7002,1545.3226444444442
go-kit/kit,"Go, Shell",26313,2420,2271.518036111111
zhiwehu/Python-programming-exercises,,26311,6767,4938.407091503267
freqtrade/freqtrade,"Python, Shell, Dockerfile, Jupyter Notebook, PowerShell, HTML, Gnuplot, Jinja",26314,5772,1110.7647749999999
spf13/viper,"Go, Makefile, Nix, Shell",26284,2004,8294.106033333333
facebookresearch/Detectron,"CMake, Makefile, Python, MATLAB, C++, Cuda, Dockerfile, Cython",26203,5447,184.66600555555556
coollabsio/coolify,"JavaScript, Dockerfile, CSS, Shell, PHP, Vue, Blade",26231,1330,4083.023325
surrealdb/surrealdb,"Dockerfile, Rust, Makefile, Nix, Shell",26168,811,1809.2111027777778
vadimdemedes/ink,"JavaScript, TypeScript",26164,587,4642.207380555556
zadam/trilium,"JavaScript, CSS, Shell, Dockerfile, Batchfile, EJS, HTML",26145,1792,2615.3115916666666
nextcloud/server,"PHP, CSS, JavaScript, Shell, HTML, Gherkin, Makefile, Vue, SCSS, Handlebars",26123,3935,6028.7224472222215
google-ai-edge/mediapipe,"Python, Dockerfile, C++, Java, C, Objective-C, Shell, Objective-C++, HTML, JavaScript",26125,5038,320.75285833333334
MichaelCade/90DaysOfDevOps,"Go, Makefile, Shell, Python, PowerShell, Dockerfile, HCL, Jinja, HTML",26119,6182,1475.5825555555557
outline/outline,"JavaScript, HTML, Shell, Makefile, Dockerfile, TypeScript, Procfile",26122,2092,2407.6342833333333
qiurunze123/miaosha,"Java, HTML, Lua, FreeMarker, PHP",26113,6637,8164.552371794872
remy/nodemon,"JavaScript, HTML, Dockerfile, Shell, CSS, jq",26108,1714,6909.71925
StevenBlack/hosts,"Python, Batchfile, Dockerfile, Nix, Shell",26108,2169,4208.706502777778
bvaughn/react-virtualized,"JavaScript, CSS, HTML",26104,3054,253.54415555555553
michalsnik/aos,"CSS, JavaScript",26075,2537,2341.2758750000003
hashicorp/vagrant,"Ruby, Shell, Emacs Lisp, JavaScript, HTML, PowerShell, Makefile, Dockerfile, Go, Nix",26018,4417,502.1236361111111
sampotts/plyr,"JavaScript, SCSS",26020,2898,2598.115844444444
swagger-api/swagger-ui,"CSS, HTML, JavaScript, Shell, Dockerfile, SCSS",25991,8855,4022.3321694444444
refinedev/refine,"TypeScript, JavaScript, Shell, CSS, Handlebars, HTML",25988,1965,425.6444472222222
rstacruz/nprogress,"HTML, CSS, JavaScript",25969,1810,5276.436009615384
dnSpy/dnSpy,"C#, Batchfile, PowerShell, Visual Basic .NET",25962,4997,0
iawia002/lux,"Go, JavaScript",25951,2876,803.1198027777777
makeplane/plane,"TypeScript, JavaScript, CSS, Shell, Procfile, Python, HTML, Dockerfile",25934,1403,1961.373225
qbittorrent/qBittorrent,"Shell, C++, HTML, Python, CSS, JavaScript, CMake, Objective-C++, C, Objective-C",25914,3823,10785.08338888889
ggreer/the_silver_searcher,"Shell, C, Perl, Python, Makefile, M4",25887,1416,4644.434826038159
fastai/fastai,"Python, Jupyter Notebook, CSS",25854,7532,195.42825
select2/select2,"JavaScript, HTML, SCSS",25839,6274,934.6166777777778
JakeChampion/fetch,"Makefile, JavaScript",25809,2847,685.5507583333333
gedoor/legado,"Kotlin, Java, CSS, HTML, JavaScript, Batchfile, Roff, AMPL, Shell, Vue",25834,3590,4611.834380555555
dmlc/xgboost,"R, C, Python, Shell, C++, Java, Scala, CMake, Cuda, M4",25775,8688,1359.3364777777779
mongodb/mongo,"Python, Shell, JavaScript, C++, C, HTML, GDB, Batchfile, Rich Text Format, TLA",25770,5504,0
nothings/stb,"C, C++, Makefile, Batchfile, Shell",25763,7658,3560.6551444444444
google-research/tuning_playbook,,25754,2155,5715.262385620915
ultralytics/ultralytics,"Python, Shell, Dockerfile",25771,5133,1099.035325
facebookresearch/fastText,"C++, Makefile, Python, Shell, Perl, CMake, JavaScript, HTML, CSS",25727,4698,1093.6393833333332
qianguyihao/Web,,25712,6022,2197.169911111111
request/request,"JavaScript, Shell",25691,3144,2732.899797222222
alibaba/fastjson,"Java, JavaScript, Shell, Kotlin",25689,6506,4263.976727777778
cmderdev/cmder,"C++, PowerShell, Batchfile, C",25683,2024,6885.846747222222
derailed/k9s,"Makefile, Go, Dockerfile, Shell",25662,1606,733.8443222222222
dwmkerr/hacker-laws,Shell,25647,1505,3018.411666666667
Modernizr/Modernizr,"JavaScript, CSS, Batchfile, Shell, Pug",25643,2987,3766.372111111111
nicolargo/glances,"Python, Shell, JavaScript, Dockerfile, Makefile, SCSS, Less, Vue, HTML",25651,1461,1274.8625805555555
s0md3v/roop,Python,25637,6249,0
hiyouga/LLaMA-Factory,"Python, Makefile, Dockerfile",25656,3174,121.88932222222222
coder2gwy/coder2gwy,,25585,3614,1067.581755952381
imDazui/Tvlist-awesome-m3u-m3u8,,25575,3172,9302.80773640662
YunaiV/ruoyi-vue-pro,"Java, Shell, Dockerfile, PLpgSQL, TSQL, Python",25568,5356,1468.4640944444445
JakeWharton/butterknife,"Shell, Java, HTML, CSS, Kotlin",25561,4605,1019.3597027777778
DevToys-app/DevToys,"Batchfile, PowerShell, C#, HTML, TypeScript, CSS, Shell, SCSS, JavaScript",25530,1354,2909.4088194444444
pjreddie/darknet,"C, Cuda, Makefile, Shell, Python, C++",25526,21325,1697.0561694444443
vercel/turbo,"Makefile, Go, Dockerfile, TypeScript, JavaScript, Shell, Perl, Rust, HTML, Pug",25527,1734,2546.288944444444
powerline/fonts,"Shell, PowerShell",25519,3192,4496.0651649305555
quasarframework/quasar,"JavaScript, CSS, HTML, Vue, Shell, TypeScript, Sass, SCSS, Stylus",25520,3448,1609.4952527777778
sindresorhus/awesome-electron,,25484,2012,1395.0969973544973
alan2207/bulletproof-react,"JavaScript, Handlebars, HTML, TypeScript, CSS",25470,2365,4716.685457264957
airbnb/lottie-ios,"Ruby, JavaScript, Swift",25466,3711,1477.379886111111
tokio-rs/tokio,Rust,25416,2304,2242.7108
spipm/Depix,Python,25379,3120,0
charmbracelet/bubbletea,Go,25381,737,2747.1287722222223
emscripten-core/emscripten,"CMake, Python, Shell, Makefile, HTML, JavaScript, C, C++, Assembly, Batchfile",25367,3249,7107.688294444444
ycm-core/YouCompleteMe,"Shell, Python, Makefile, Dockerfile, Vim Script",25359,2796,1541.2912527777778
getredash/redash,"Shell, Python, JavaScript, HTML, CSS, Mako, Dockerfile, Makefile, TypeScript, Less",25357,4296,8155.47118888889
python-telegram-bot/python-telegram-bot,"Python, Makefile, Shell",25340,5145,469.22639166666664
littlecodersh/ItChat,Python,25296,5604,194.2551611111111
kuchin/awesome-cto,,25286,1502,557.1082291666667
deezer/spleeter,"Dockerfile, Python, Jupyter Notebook, TeX, Shell",25270,2770,417.7799944444444
clash-verge-rev/clash-verge-rev,"Shell, JavaScript, Rust, SCSS, TypeScript, HTML, NSIS",25341,1913,251.65020555555554
mantinedev/mantine,"JavaScript, TypeScript, CSS, Shell, MDX",25265,1800,448.194525
hollischuang/toBeTopJavaer,Java,25242,5466,1557.6123552425665
terryum/awesome-deep-learning-papers,"Python, TeX",25243,4477,464.1278282828283
mbeaudru/modern-js-cheatsheet,,25228,3146,152.43992063492064
signalapp/Signal-Android,"Java, Python, Makefile, C++, Dockerfile, Kotlin, Handlebars, CSS, JavaScript",25153,6055,4944.354533333333
telegramdesktop/tdesktop,"Shell, Inno Setup, C++, C, Objective-C, Python, Objective-C++, Batchfile, CSS, JavaScript",25159,4999,3908.1299944444445
Vision-CAIR/MiniGPT-4,"Python, Shell",25131,2900,179.39788055555556
akveo/ngx-admin,"JavaScript, TypeScript, HTML, SCSS",25121,7937,1371.4882027777778
ageron/handson-ml,"Jupyter Notebook, Makefile, Shell, Python, Dockerfile",25115,12912,795.8179888888889
utmapp/UTM,"Objective-C, C, Shell, Python, Swift",25112,1271,1245.0768777777778
microsoft/cascadia-code,Python,25107,796,1503.6950666666667
rxhanson/Rectangle,"Swift, Objective-C",25105,742,468.4049
apache/incubator-seata,"Java, Shell, Python, Dockerfile, Mustache, ANTLR, Lua, Batchfile, Kotlin, TypeScript",25078,8726,1908.6623861111111
fish-shell/fish-shell,"Shell, Python, CSS, HTML, Objective-C, JavaScript, Roff, CMake, Dockerfile, Makefile",25074,1879,9620.522313888889
taichi-dev/taichi,"CMake, Python, C++, C, Cuda, Makefile, Shell, GLSL, PowerShell, Jupyter Notebook",25072,2258,5340.079175000001
discordjs/discord.js,"JavaScript, TypeScript, CSS, Dockerfile, Lua, MDX, Handlebars",25040,3938,178.5294861111111
tailwindlabs/headlessui,"JavaScript, TypeScript, Shell, HTML, Vue",25045,1031,689.3554388888889
tinygrad/tinygrad,"Python, Shell, Swift, C++, Objective-C++, Objective-C, C, Dockerfile, Assembly, JavaScript",25032,2770,1804.1388249999998
haizlin/fe-interview,"JavaScript, HTML, CSS",25024,3239,70.38148504273504
rollup/rollup,"JavaScript, TypeScript, CSS, HTML, Rust",25020,1449,1441.1952777777778
kataras/iris,"Go, HTML, Pug, Dockerfile, JavaScript, CSS",25017,2468,89.79763055555554
SDWebImage/SDWebImage,"Objective-C, Ruby, C, Swift, Shell",24985,5954,3322.6152222222227
proxyee-down-org/proxyee-down,"Java, JavaScript, HTML, Vue",24959,4452,0
mli/paper-reading,,24918,2322,0
openssl/openssl,"Shell, Perl, C++, C, Assembly, eC, DIGITAL Command Language, M4, Python, sed",24886,9927,5651.125058333334
mindsdb/mindsdb,"Python, Mako, Dockerfile, Makefile, HCL, HTML",24939,4828,1466.3638444444443
nylas/nylas-mail,"Shell, CoffeeScript, JavaScript, CSS, HTML, Batchfile, Visual Basic, Python, PHP",24800,1377,533.5752694444444
filebrowser/filebrowser,"Go, Shell, Dockerfile, JavaScript, HTML, Vue, CSS, Makefile, TypeScript",24802,2849,861.1065388888888
scwang90/SmartRefreshLayout,"Java, Batchfile",24795,4935,81.78556944444445
react-native-elements/react-native-elements,"JavaScript, CSS, TypeScript, HTML, Shell, Handlebars, MDX",24793,4620,1497.8928944444444
restic/restic,"Makefile, Go, Shell, Dockerfile",24844,1507,9897.746738888889
ossrs/srs,"Shell, CMake, Python, HTML, C++, Makefile, JavaScript, Go, CSS, Dockerfile",24755,5279,14254.904055555557
openfaas/faas,"Go, JavaScript, Makefile, HTML, Dockerfile",24744,1916,2710.289661111111
nsqio/nsq,"Go, Shell, Python, Makefile, JavaScript, HTML, Dockerfile, SCSS, Handlebars, CSS",24731,2888,1891.7209611111111
mozilla/DeepSpeech,"Python, Shell, Makefile, C, C++, JavaScript, CMake, Java, C#, Starlark",24729,3920,1174.808375
pypa/pipenv,"Python, Roff, Shell, Batchfile, Makefile, Dockerfile",24716,1858,67.15949444444445
ApolloAuto/apollo,"Python, Shell, C++, C, JavaScript, HTML, CMake, Smarty, Cuda, Dockerfile",24713,9624,2601.990933333333
tw93/Pake,Rust,24695,4312,106.64346111111112
Asabeneh/30-Days-Of-React,"HTML, JavaScript, CSS, SCSS",24663,7029,373.4250653594771
svc-develop-team/so-vits-svc,"Python, Jupyter Notebook",24667,4678,264.40976666666666
feathericons/feather,"JavaScript, Shell",24648,1205,2915.401647222222
iperov/DeepFaceLive,"Python, Dockerfile, Shell",24655,4087,90.29368333333333
ueberdosis/tiptap,"JavaScript, TypeScript, Shell",24642,2056,1610.3238777777779
greenrobot/EventBus,"Java, CSS",24629,4656,3722.8297222222222
eslint/eslint,"JavaScript, HTML, EJS, Shell",24591,4440,323.71278333333333
dotnet-architecture/eShopOnContainers,"PowerShell, Shell, C#, HTML, JavaScript, CSS, TypeScript, Batchfile, Smarty, Dockerfile",24575,10362,2368.088797222222
viatsko/awesome-vscode,JavaScript,24558,1202,1134.5160576923076
tmrts/go-patterns,Go,24556,2168,6418.286538461539
AvaloniaUI/Avalonia,"C#, PowerShell, Shell, C++, Objective-C++, Objective-C, C, TypeScript, HTML, JavaScript",24546,2121,8651.7086
localForage/localForage,"JavaScript, HTML, TypeScript",24515,1264,3025.2807416666665
firecracker-microvm/firecracker,"Rust, Shell, Python, C, Dockerfile",24515,1722,3049.4930916666667
vuejs/devtools,"JavaScript, HTML, Vue, CSS, Stylus, TypeScript, Shell",24513,4126,3437.1444861111113
datasciencemasters/go,,24509,6147,24335.436787439612
cloudcommunity/Free-Certifications,,24501,1850,890.9036111111111
dragonflydb/dragonfly,"CMake, C++, C, Shell, Python, Smarty, Dockerfile, Makefile, Go, Lex",24500,884,1391.8684472222224
matteocrippa/awesome-swift,Ruby,24482,3064,602.8980277777778
TanStack/table,"JavaScript, TypeScript, Svelte",24480,3025,230.72555277777778
OpenZeppelin/openzeppelin-contracts,"JavaScript, Shell, Solidity, Makefile, Ruby, Python",24468,11691,5864.278313888889
marmelab/react-admin,"Makefile, JavaScript, TypeScript, Shell, HTML",24461,5203,848.9033222222222
hwdsl2/setup-ipsec-vpn,Shell,24457,6225,141.5485277777778
yeasy/docker_practice,Go,24436,5703,871.6517361111111
tiangolo/full-stack-fastapi-template,"Shell, Python, Mako, HTML, Dockerfile, JavaScript, TypeScript, Jinja",24427,4120,2595.751527777778
zyedidia/micro,"Go, Makefile, Lua, Roff, Shell",24396,1160,922.6135333333334
mbadolato/iTerm2-Color-Schemes,"Python, Swift, Ruby, Shell",24390,6410,3455.849843137255
rwaldron/idiomatic.js,,24391,3440,5887.659328703703
withfig/autocomplete,"JavaScript, Shell, TypeScript, Dockerfile",24388,5397,3209.4661138888887
matterport/Mask_RCNN,Python,24372,11654,327.08277499999997
sdras/awesome-actions,,24364,1448,1065.9318269230769
mifi/lossless-cut,"JavaScript, CSS, HTML, Shell, TypeScript, SCSS",24395,1210,7790.646027777778
OpenBMB/ChatDev,"Python, HTML, JavaScript, CSS, Dockerfile, Shell",24366,3054,200.55295555555557
jumpserver/jumpserver,"Python, CSS, Shell, Less, Dockerfile",24317,5256,5268.197713888889
sirupsen/logrus,"Go, Shell",24295,2259,8154.386088888889
VSCodium/vscodium,"Shell, PowerShell, XSLT",24285,1023,1184.0802305555555
envoyproxy/envoy,"Shell, C++, Python, C, Emacs Lisp, PureBasic, Go, Thrift, Dockerfile, Rust",24271,4687,4104.6370611111115
vercel/pkg,"JavaScript, CSS, HTML, CoffeeScript, Pug, TypeScript, Batchfile",24238,1003,8165.004819444445
ReactiveX/RxSwift,"Swift, Ruby, Shell, Objective-C",24234,4160,425.45241944444444
angular/components,"JavaScript, HTML, TypeScript, CSS, Shell, Starlark, SCSS",24215,6690,2749.5342805555556
CymChad/BaseRecyclerViewAdapterHelper,"Java, Kotlin",24203,5137,55.33654444444444
academic/awesome-datascience,,24161,5797,602.2815041928721
locustio/locust,"Makefile, Python, HTML, Dockerfile, TypeScript, Shell",24164,2922,11733.909477777777
Wox-launcher/Wox,"Python, TypeScript, Just, Go, Shell, Objective-C, C, Dart, CMake, C++",24156,2365,6191.858627777778
neoclide/coc.nvim,"JavaScript, Shell, TypeScript, Python, Vim Script, Lua",24148,953,252.74133888888886
zloirock/core-js,"JavaScript, HTML, TypeScript",24128,1625,632.2016222222222
mdbootstrap/mdb-ui-kit,"JavaScript, HTML, SCSS",24104,3531,470.60028611111113
Textualize/textual,"Python, Makefile, TypeScript, Jinja, Scheme",24086,741,2441.227241666667
inconshreveable/ngrok,"Makefile, HTML, JavaScript, Go",24075,4246,12410.974783333333
t3-oss/create-t3-app,"TypeScript, JavaScript, CSS, Astro, Shell",24077,1101,108.04128888888889
DrKLO/Telegram,"Makefile, C, Assembly, Objective-C, C++, Perl, Java, CMake, Go, Shell",24066,7805,0
vapor/vapor,"Swift, C, HTML",24047,1422,182.34426944444445
chubin/wttr.in,"Python, Shell, CSS, HTML, SaltStack, Dockerfile, Go, Makefile",24025,1078,9390.772141666666
celery/celery,"Makefile, Python, Shell, Batchfile, Dockerfile",24005,4617,1099.6919972222222
sunface/rust-course,"CSS, JavaScript, Rust, PowerShell, Shell, Handlebars",24003,2070,181.76999444444445
hammerjs/hammer.js,"JavaScript, CSS, HTML",23992,2626,1967.896186111111
elixir-lang/elixir,"Shell, PowerShell, Elixir, Erlang, Makefile, Batchfile, NSIS",23994,3328,515.684038888889
iview/iview,"JavaScript, Vue, CSS",23987,4151,152.01253333333332
XIU2/TrackersListCollection,,23998,1569,0
mouredev/Hello-Python,Python,23982,1593,3265.415322222222
Netflix/Hystrix,"CSS, Clojure, Java, Groovy",23975,4702,5697.894294444444
dimsemenov/PhotoSwipe,"JavaScript, CSS, TypeScript",23957,3317,71.70001388888889
flameshot-org/flameshot,"C++, C, CMake, Makefile, Shell, Python, Roff, Nix",23961,1523,7937.695266666667
vnpy/vnpy,"Python, Shell, Batchfile",23952,8496,673.3408777777778
Igglybuff/awesome-piracy,"HTML, Shell",23947,2075,7931.437113888889
requarks/wiki,"JavaScript, HTML, CSS, Vue, Dockerfile, Go, Shell, SCSS, Pug, Mustache",23942,2622,876.5885861111111
fyne-io/fyne,"Go, Objective-C, C, Makefile, Java, Assembly, CSS, HTML, JavaScript, GLSL",23932,1339,2937.5451
huggingface/diffusers,"Python, Makefile, Dockerfile",23923,4926,712.0157916666667
johnpapa/angular-styleguide,,23908,4159,788.0799222222223
grafana/k6,"Go, Makefile, Shell, Dockerfile, JavaScript, Python",23908,1199,2113.0462805555558
NativeScript/NativeScript,"TypeScript, CSS, JavaScript, HTML, Shell, Objective-C, Java, SCSS, Ruby, Swift",23868,1644,4111.299469444444
VundleVim/Vundle.vim,"Erlang, Vim Script",23867,2565,5379.637930555556
ai/nanoid,"JavaScript, HTML",23851,778,800.9559166666667
rome/tools,"JavaScript, SCSS, Rust, TypeScript, CSS, Shell, Astro, PowerShell, Dockerfile, Just",23831,666,804.7378555555555
heartcombo/devise,"Ruby, HTML",23827,5535,85.82295555555557
rwf2/Rocket,"Rust, Shell, HTML, Handlebars, Jinja",23811,1527,5051.016130555556
